customer_id,age,income,product_owned,competitor_product_owned,last_purchase,churned,product_knowledge
37801,44,79032,Product B,Competitor Product B,65,0,5
50854,31,97939,,,138,1,6
38517,42,30703,Product A,,265,1,3
8744,43,99752,Product C,Competitor Product B,70,1,9
1401,66,42156,,,245,0,2
54984,31,70947,Product A,,150,0,7
77047,19,62924,,Competitor Product B,139,1,1
43957,47,58341,Product B,Competitor Product B,87,0,9
42925,22,98129,Product B,Competitor Product A,80,1,1
52107,40,38914,Product B,Competitor Product B,168,1,4
95594,24,76417,Product A,Competitor Product A,8,1,1
94141,67,73486,Product A,Competitor Product B,128,0,9
83181,48,74922,Product C,Competitor Product B,337,0,10
80628,43,60157,Product C,Competitor Product B,35,1,2
55658,43,88993,Product C,Competitor Product B,177,0,4
71473,24,92335,Product B,,258,1,1
95111,40,70651,Product A,,196,1,4
38859,45,70337,Product A,,144,0,8
81727,67,85488,Product C,,4,0,6
98150,61,88469,Product B,Competitor Product B,95,0,4
729,52,50373,Product A,Competitor Product B,234,0,7
28937,36,74178,,,336,0,10
20152,66,77078,Product B,,26,0,8
80703,20,60811,Product C,Competitor Product A,125,0,5
44450,19,93402,Product A,Competitor Product B,51,1,5
77804,25,47880,Product B,Competitor Product A,177,1,7
22143,52,72625,,,167,1,6
38332,54,98603,Product B,Competitor Product A,27,0,10
29175,61,68162,Product A,,267,1,1
78225,55,45905,Product C,Competitor Product A,194,1,3
82835,57,50181,Product B,Competitor Product B,279,0,7
73855,19,61233,Product A,Competitor Product A,112,1,6
85709,63,41712,Product B,,153,0,1
90726,55,73229,,Competitor Product B,265,0,5
70778,50,89456,Product C,Competitor Product B,37,1,7
55274,32,38260,,Competitor Product B,207,0,1
59157,29,48651,Product C,Competitor Product B,135,0,1
30249,27,70898,Product C,Competitor Product B,330,1,7
79647,43,60974,,,182,1,9
59451,34,91799,Product B,Competitor Product A,216,0,1
17699,61,92530,,Competitor Product A,321,1,5
22689,32,35276,Product C,Competitor Product A,181,1,4
38164,32,75485,Product C,Competitor Product A,87,0,5
21921,58,99002,,Competitor Product B,159,1,8
8742,68,46893,Product A,Competitor Product B,85,0,4
53502,29,39917,Product B,Competitor Product A,350,0,7
52119,67,61697,,Competitor Product B,214,0,10
67351,64,69363,Product A,Competitor Product A,188,0,4
55464,31,66254,,Competitor Product A,213,1,3
81431,56,74800,Product B,,347,1,5
18174,68,46965,Product A,Competitor Product A,299,1,5
71988,52,98185,Product C,Competitor Product A,266,1,6
88999,70,44727,Product C,Competitor Product A,83,0,6
26800,59,85647,Product C,Competitor Product A,362,1,9
7068,51,78985,Product C,,253,1,1
25616,60,45548,,,248,1,8
90,56,83807,,Competitor Product B,125,0,6
79332,64,58971,Product C,Competitor Product B,196,0,7
2382,26,52957,Product C,,286,0,5
67144,53,40288,,Competitor Product A,180,1,3
5603,24,47757,Product C,Competitor Product A,202,1,9
28342,69,34544,,,294,0,10
9557,39,82280,,Competitor Product A,64,1,6
35442,56,65426,,,293,1,9
41155,59,31445,Product C,Competitor Product B,187,1,4
3971,70,85624,Product B,Competitor Product A,205,0,10
76574,65,92849,Product C,,207,1,2
15402,60,68758,Product C,Competitor Product B,87,0,6
59154,70,59149,,Competitor Product B,174,0,4
89332,69,70647,,Competitor Product B,334,0,1
7211,57,70202,,,54,1,4
65829,65,87921,Product B,Competitor Product B,35,0,7
68115,47,96619,,,313,0,6
8097,47,97738,Product A,Competitor Product B,304,0,4
66070,31,63348,,,265,1,7
98837,68,57685,Product B,Competitor Product A,60,0,1
17135,35,76887,Product B,Competitor Product A,70,1,8
72354,32,97431,Product B,Competitor Product A,168,1,5
88864,34,86127,Product B,Competitor Product B,340,1,4
21765,55,46659,Product B,Competitor Product A,119,1,9
18609,68,89832,Product B,Competitor Product B,297,0,10
96681,19,77359,,Competitor Product A,273,0,3
89125,48,94475,Product A,Competitor Product A,57,0,5
8360,69,37637,Product C,Competitor Product A,109,0,3
67439,28,48523,Product C,,15,1,9
19451,53,71731,Product C,Competitor Product B,193,1,8
83473,33,55214,Product C,Competitor Product B,67,1,6
60130,40,96632,Product C,,320,1,3
48034,33,43698,Product B,,156,0,5
27464,25,56490,Product B,,50,0,5
92031,49,62559,,,344,0,4
9544,44,59490,,,307,1,2
58957,30,74197,Product B,Competitor Product A,13,1,10
56755,35,36772,,Competitor Product B,92,0,4
66444,35,46235,Product B,,253,1,1
15442,66,45293,Product A,,118,1,5
84972,39,73872,Product A,Competitor Product B,197,1,5
874,70,72599,Product C,Competitor Product B,78,1,10
19473,56,66755,Product A,Competitor Product B,235,0,7
13979,38,80918,Product C,Competitor Product A,214,1,1
68757,57,67630,Product B,Competitor Product B,360,0,7
38478,67,38074,Product A,,55,1,8
25499,42,33625,,Competitor Product A,312,1,3
52546,20,67762,Product B,,69,1,9
22853,22,76044,,Competitor Product A,53,1,8
23801,18,35277,Product A,Competitor Product A,320,1,5
52146,66,49325,Product C,Competitor Product B,330,1,10
822,69,81473,Product B,Competitor Product B,77,0,5
81808,20,38331,Product B,Competitor Product A,226,0,1
45070,56,79483,,,168,1,8
52349,56,70034,Product B,Competitor Product B,196,1,2
85864,20,44465,Product A,,59,1,1
37043,38,59358,Product C,,83,1,5
81851,19,72181,,Competitor Product B,309,0,7
17566,33,60155,Product B,Competitor Product A,190,0,7
16356,58,69468,Product B,Competitor Product B,206,1,5
14262,61,46193,,,189,1,2
33607,22,88527,Product A,Competitor Product A,196,1,7
23979,63,47697,,,199,1,2
35316,59,71116,Product C,Competitor Product B,335,0,8
2299,58,96484,Product A,Competitor Product A,365,0,7
99052,39,85784,Product B,Competitor Product A,354,0,4
80748,21,77126,Product C,,139,1,7
54180,68,75698,,Competitor Product B,148,1,5
36538,18,86125,,,118,0,8
48152,29,75845,Product B,Competitor Product B,362,1,1
47234,36,84278,,Competitor Product A,172,1,7
5734,27,72340,Product C,Competitor Product B,107,1,10
80248,45,31235,Product B,,310,1,2
45033,59,79378,,Competitor Product A,264,1,1
30014,23,37806,,Competitor Product A,72,1,1
33037,31,44931,,Competitor Product B,365,1,6
7489,56,66155,Product B,Competitor Product B,54,0,10
78410,46,58318,Product B,Competitor Product B,318,0,9
10466,26,91999,Product B,,278,1,6
93049,35,81464,,,123,0,2
2911,24,59544,Product B,Competitor Product B,236,1,6
64449,56,79496,Product B,Competitor Product B,308,0,8
32816,28,35069,Product B,Competitor Product A,260,0,10
81869,53,90620,Product B,,85,1,6
94978,64,30546,Product C,Competitor Product B,123,0,5
80394,63,74542,Product A,,125,1,7
35513,70,76221,Product A,Competitor Product A,338,1,8
80374,34,75417,Product B,Competitor Product B,25,0,10
21268,57,77982,Product B,Competitor Product B,97,0,2
67029,34,58472,Product A,Competitor Product A,226,1,8
45965,68,54064,,Competitor Product A,149,1,4
1690,18,87997,Product A,Competitor Product B,340,0,8
83374,19,45879,Product A,Competitor Product A,89,0,8
59920,32,74523,,,17,1,10
18119,34,49599,,,178,1,3
89975,57,99289,Product C,Competitor Product A,295,1,7
65416,70,36003,Product C,Competitor Product A,241,0,8
97343,33,44573,,,261,0,10
85437,69,61267,Product B,,324,1,3
39323,69,97274,Product A,Competitor Product A,178,1,4
47615,37,98221,,Competitor Product A,235,0,1
11081,33,45868,Product A,,252,0,8
62589,69,44071,Product C,Competitor Product B,87,0,4
41505,37,47019,Product B,,256,1,4
63285,47,83756,Product B,Competitor Product A,330,1,7
2165,35,60152,,,200,1,9
26057,70,80992,Product B,Competitor Product A,117,1,5
99356,54,36895,Product B,Competitor Product B,17,0,6
92107,59,73078,Product B,Competitor Product B,304,0,5
62596,32,94948,Product C,Competitor Product A,109,1,3
4245,37,62888,Product B,,258,0,4
25941,29,90603,Product C,Competitor Product A,234,0,8
50250,47,93518,Product A,,19,0,8
59714,58,35711,Product B,Competitor Product B,138,1,3
24584,49,74804,Product A,Competitor Product A,7,0,3
64890,27,42343,Product C,,199,0,7
19835,60,79959,,,300,1,5
63537,28,70910,Product A,Competitor Product A,84,0,2
49748,49,43341,Product C,,75,1,5
27578,21,66225,,Competitor Product B,301,0,2
13966,36,39731,Product A,,72,0,10
537,36,77594,,Competitor Product A,198,1,9
58102,39,81622,Product C,Competitor Product B,99,0,5
27871,52,69051,Product B,Competitor Product A,20,1,9
46511,43,39333,Product C,,67,0,7
57627,70,49010,Product A,Competitor Product B,7,0,3
95204,18,69821,Product B,,129,0,7
3496,58,83135,Product C,Competitor Product A,332,0,4
53554,67,45737,,,21,1,1
31747,58,52708,Product B,Competitor Product B,123,1,4
57507,22,95504,,,203,1,9
33680,43,57457,Product B,,115,1,1
90776,46,96720,,Competitor Product B,108,1,10
33451,42,87369,Product A,,222,1,2
65588,32,95436,,,98,1,3
26001,39,90993,Product B,Competitor Product A,85,1,3
1258,22,43674,,Competitor Product A,336,1,5
32757,67,33244,Product B,,276,1,5
55181,24,46954,Product A,,77,1,4
83631,40,82726,Product B,Competitor Product A,192,1,9
99078,54,53307,Product B,Competitor Product B,150,0,6
5469,38,99130,,Competitor Product B,120,0,4
12018,37,45457,Product B,Competitor Product B,280,1,4
13164,49,40554,,Competitor Product B,281,0,3
34511,53,82301,Product A,Competitor Product B,318,0,8
40899,54,32964,Product B,Competitor Product B,230,1,2
70358,57,44565,Product B,Competitor Product A,203,0,4
32599,39,42571,,Competitor Product B,327,0,9
81777,43,39579,Product C,Competitor Product B,26,0,2
10018,52,32295,Product C,,139,0,7
12850,44,44624,,,96,0,1
66652,24,64794,Product C,Competitor Product B,6,0,2
18254,36,74842,Product C,,101,0,10
89828,39,60979,Product A,Competitor Product A,187,0,4
68712,38,62139,,Competitor Product A,264,1,7
58220,25,68484,,,8,0,10
96756,32,55364,Product B,,119,0,10
87240,35,46060,,,27,1,10
95101,49,69055,Product C,,212,0,3
4687,52,67301,,Competitor Product A,165,0,1
83789,67,62601,Product A,,191,0,3
26423,40,92746,Product A,Competitor Product B,157,0,3
70964,51,34261,,,143,1,1
31525,28,35356,Product B,,115,0,10
47322,70,57103,Product B,,126,1,1
2972,41,98972,,,30,0,5
67440,63,63574,Product B,Competitor Product A,346,1,6
80029,64,38740,Product C,Competitor Product B,189,0,2
30206,24,92374,Product C,,163,0,5
28453,66,57233,Product B,,48,0,1
72700,39,77997,Product C,Competitor Product A,169,1,5
14861,65,99251,Product B,Competitor Product A,346,1,6
89203,46,69467,Product A,Competitor Product A,251,1,3
57656,29,49071,Product B,Competitor Product A,326,1,3
78883,42,57104,Product A,Competitor Product A,300,1,10
95365,27,63876,Product C,Competitor Product B,173,0,7
48171,64,76146,,Competitor Product A,231,1,5
45243,30,54872,,Competitor Product A,144,0,5
2950,57,77055,Product C,,331,1,2
82331,33,80772,Product A,Competitor Product B,310,0,4
36154,68,74484,Product A,Competitor Product B,124,0,9
91617,45,74034,Product B,Competitor Product B,16,0,2
69738,64,73539,Product C,,167,1,6
76383,30,64292,Product C,Competitor Product B,43,1,8
59445,33,83994,Product A,Competitor Product B,206,1,5
68708,60,75355,Product C,Competitor Product A,241,0,10
6134,35,89292,Product B,Competitor Product A,206,1,8
8032,46,31300,Product C,Competitor Product B,114,0,6
994,18,99847,Product B,Competitor Product A,151,0,3
14447,38,91927,,,81,1,1
56986,70,36422,Product B,Competitor Product A,20,1,7
41934,54,47440,Product B,Competitor Product B,348,0,8
60069,23,76294,Product C,,290,1,8
3559,63,85884,Product B,Competitor Product A,103,0,5
18003,58,85894,Product A,Competitor Product A,120,0,2
69734,46,71167,Product C,Competitor Product B,130,0,1
96911,30,47903,Product C,Competitor Product A,363,1,5
59711,28,57624,Product B,,276,1,4
77714,67,57822,Product C,Competitor Product A,277,1,3
23621,54,74142,Product C,Competitor Product B,243,1,1
26106,26,95395,Product B,Competitor Product B,6,1,4
3513,53,79805,,Competitor Product B,250,1,2
80542,56,34403,Product C,Competitor Product A,174,0,8
31995,41,37055,Product A,,243,1,5
98023,50,38178,Product C,Competitor Product B,80,0,1
35989,63,30211,Product C,,52,0,1
43326,39,53775,,,20,1,8
69816,48,78407,Product A,Competitor Product A,156,1,10
51324,42,50213,Product C,,244,1,4
9082,53,59376,,Competitor Product B,116,1,2
48496,32,77000,Product B,,123,0,1
90921,31,33488,Product B,Competitor Product A,229,0,5
45135,44,95142,Product C,Competitor Product A,3,1,3
32143,39,64122,,,87,0,9
92414,30,67165,Product B,,207,0,10
52247,25,32188,Product A,,223,1,2
15248,33,75288,Product A,Competitor Product A,42,1,2
89276,22,97310,Product A,,162,0,7
54138,64,37666,Product B,Competitor Product B,25,1,6
28499,46,86605,,,15,0,7
18607,32,97996,Product B,Competitor Product A,285,0,4
88591,55,30379,Product C,Competitor Product B,329,0,10
98044,25,83944,Product A,Competitor Product A,181,0,7
8920,38,94621,Product B,Competitor Product B,103,1,8
13939,19,47912,Product C,Competitor Product A,235,0,1
83945,49,78812,,,358,1,7
48045,20,49054,Product B,Competitor Product A,64,1,9
46161,45,87088,,Competitor Product A,101,1,1
54756,53,47110,,,69,0,6
70174,53,92493,Product C,Competitor Product B,344,1,8
30303,27,85433,,Competitor Product A,331,1,7
89056,67,30857,,Competitor Product B,21,0,1
35621,34,98841,Product A,,139,1,8
31972,36,95837,Product A,,125,1,5
37619,50,40972,Product B,,88,1,5
81596,44,67919,,Competitor Product A,293,0,4
15762,57,40462,Product B,,224,0,6
10079,45,64493,,Competitor Product B,214,0,10
91324,23,61421,Product B,,47,1,3
8353,62,31217,Product A,Competitor Product B,264,1,2
59902,60,38516,Product B,,29,1,1
96453,38,72394,,Competitor Product B,165,0,9
21835,23,76875,Product C,Competitor Product A,100,0,3
40449,63,49376,Product B,Competitor Product A,77,0,1
62267,56,57341,,Competitor Product B,113,0,8
520,36,74130,Product B,Competitor Product A,257,1,5
63598,63,88425,Product A,,185,0,4
71436,43,63556,Product C,Competitor Product A,106,1,8
69735,38,43170,Product C,Competitor Product A,270,0,6
82345,40,48159,Product B,Competitor Product B,341,1,3
3854,55,80194,,Competitor Product B,196,0,9
19733,56,42949,,,353,0,3
94273,48,66563,Product A,Competitor Product B,248,0,6
43790,67,33564,Product A,Competitor Product A,284,0,1
43909,22,77661,,Competitor Product B,132,0,3
68442,62,77894,,,223,1,7
63155,68,73739,,Competitor Product B,161,0,4
48049,59,85087,,Competitor Product B,303,0,9
67707,22,95029,Product C,Competitor Product B,260,1,7
74391,63,74286,Product B,Competitor Product B,33,1,2
76257,44,38432,Product C,,165,1,8
51478,39,85527,Product C,,329,1,10
94138,28,75543,Product A,Competitor Product A,176,0,3
13716,62,71899,Product C,Competitor Product A,251,0,6
13502,65,68711,Product A,Competitor Product A,67,0,9
56444,58,47257,Product C,Competitor Product B,54,1,7
64883,20,72922,,Competitor Product B,214,1,7
53371,50,70622,Product A,Competitor Product B,34,1,5
97904,55,93818,Product A,,60,1,4
20879,53,55374,Product A,Competitor Product B,12,0,7
37451,53,88387,Product C,,84,1,1
76858,42,44007,Product C,Competitor Product B,342,1,6
34185,60,63409,,,66,0,10
73651,57,66682,Product B,Competitor Product A,60,0,8
89528,40,36803,Product B,Competitor Product B,106,1,6
82796,58,54679,,,189,0,6
97275,58,89399,,,86,1,10
39851,60,62790,Product B,Competitor Product A,360,1,4
86504,32,49789,Product C,Competitor Product B,245,1,4
86909,22,77133,Product A,Competitor Product A,238,0,1
50803,60,36657,Product A,Competitor Product A,59,0,9
17267,40,93835,,Competitor Product B,212,0,5
61759,63,72263,Product A,,193,0,4
73889,19,65046,Product A,,276,1,1
38116,60,39757,Product B,Competitor Product B,103,0,5
59698,31,81398,Product A,Competitor Product A,97,0,6
74812,40,48389,Product C,Competitor Product A,114,1,3
12231,33,40562,Product B,Competitor Product A,169,1,8
39794,46,70017,Product B,Competitor Product A,354,0,9
44169,47,52944,Product A,,301,1,9
59446,36,47833,,,217,1,5
46213,33,51105,Product C,,351,1,5
84373,30,80554,Product A,Competitor Product B,189,1,7
78254,54,31601,Product C,Competitor Product A,313,1,9
36411,32,42959,Product C,Competitor Product B,107,0,1
11247,47,37917,Product B,Competitor Product A,37,1,7
37090,53,48249,,Competitor Product B,232,1,3
11519,62,76715,Product B,Competitor Product A,47,1,5
48514,62,54743,Product A,Competitor Product A,176,1,3
98280,36,98312,Product C,,213,0,1
76068,52,59748,,,113,1,5
23607,60,63419,Product B,,236,1,4
97153,33,80428,Product A,,75,1,9
20981,57,46328,,Competitor Product A,363,0,6
4387,59,71125,Product C,Competitor Product A,170,0,2
74228,32,83210,Product B,Competitor Product B,209,1,2
94160,57,41503,,Competitor Product B,93,1,4
92056,35,94162,Product B,,258,0,9
72542,34,54186,Product C,Competitor Product A,162,1,8
58219,36,98198,Product B,,40,1,4
59452,68,35913,Product B,Competitor Product B,316,1,7
29742,63,60019,Product A,Competitor Product A,365,0,4
61245,62,50042,,,243,0,6
50427,42,97409,Product B,Competitor Product B,67,1,7
82715,44,99290,,,55,0,5
33544,19,77152,Product B,,123,1,10
18795,24,34976,,Competitor Product B,238,1,3
71225,35,87263,,,258,1,9
54515,37,38187,,Competitor Product B,44,0,1
8953,24,67353,Product B,,248,1,9
40249,21,96695,Product A,Competitor Product A,320,0,7
74794,26,88911,Product A,Competitor Product B,25,0,4
68778,39,74217,Product C,,29,1,2
13237,65,66990,,,72,1,7
47780,32,85568,Product A,,254,1,7
48071,20,64054,Product A,,303,1,5
79273,51,84034,Product C,,18,1,2
36895,54,48660,,Competitor Product B,271,0,9
84793,48,63685,Product B,Competitor Product A,26,1,9
36569,57,68583,Product A,Competitor Product B,97,1,1
80761,61,48170,,Competitor Product A,177,1,8
78008,43,77099,Product C,Competitor Product A,267,1,5
83616,49,61540,,,85,0,7
84732,70,62838,Product A,Competitor Product A,219,1,1
30026,60,94930,Product A,Competitor Product A,304,1,7
78961,34,90500,Product A,Competitor Product A,115,0,8
40043,40,55209,Product C,Competitor Product A,181,0,5
98636,33,52671,Product A,,190,0,5
95257,22,67051,,Competitor Product A,116,0,9
67851,45,78089,Product B,,324,1,6
